,N,i2f,numba,cupy,segyio
221,2210,0.010117401687141734,0.014768817500007572,0.008513661660035723,0.02053842074000386
222,2220,0.010230067325713727,0.014816814340083511,0.008512033999868437,0.019988188579998224
223,2230,0.010228872218571527,0.014833977239904924,0.008643911879989901,0.021564752699998736
224,2240,0.010240367968571524,0.015050956980048796,0.008563401279971003,0.020241463120000844
225,2250,0.01032699413714194,0.014998965159975342,0.008619255839948891,0.019952736480001933
226,2260,0.010382829421426843,0.015195807280033478,0.008617471379984636,0.02058367940000153
227,2270,0.010426641248571806,0.015235821499954911,0.00864409205998527,0.021860398959997838
228,2280,0.010472399142856506,0.015340090279933067,0.00869200525994529,0.019810958519999533
229,2290,0.01049003293000104,0.015406921219982906,0.008745397320089979,0.019931042999999135
230,2300,0.010634603391428235,0.015536530739991578,0.008883842339928378,0.020313031820001014
231,2310,0.010658644438572082,0.01555846366005426,0.009073368039898925,0.02167030774000068
232,2320,0.010690994245713748,0.015649372460102312,0.009100564399996073,0.020850531120001962
233,2330,0.01081050596714314,0.015760385440080425,0.008876454799974454,0.020256681720002234
234,2340,0.010786710005714408,0.015767105959967012,0.008982659460089054,0.02012701239999842
235,2350,0.01083880312142745,0.015826156159964737,0.009383847780118231,0.021933883959998186
236,2360,0.010859813658572161,0.015851815220012215,0.00908217570002307,0.020442452759996285
237,2370,0.010903756164285757,0.016011024199979147,0.00933514438002021,0.020666707939999467
238,2380,0.01096954549857011,0.016022675640051602,0.009464179939968745,0.02091927478000116
239,2390,0.01102741543571418,0.01615010062007059,0.009315353599886294,0.022540294099997027
240,2400,0.011077988652857909,0.016223140180009067,0.009812826859852066,0.020942879299998367
241,2410,0.01113445324999962,0.016306745020046948,0.009245914360071765,0.0217116994800017
242,2420,0.011255562285714405,0.0163386237200757,0.009291533939976945,0.02086178940000082
243,2430,0.011223322271429035,0.016560929200059034,0.009390138900052988,0.022763914839997595
244,2440,0.011284459612858361,0.016511817120117483,0.009396290120130288,0.02419355867999684
245,2450,0.011292687405714655,0.016585038819976035,0.009617551040064428,0.023794844019996618
246,2460,0.011470569175713926,0.016810417180022342,0.009836181460123043,0.02211589620000268
247,2470,0.011457587375714087,0.016842685759984304,0.010162849799962714,0.02452206207999552
248,2480,0.011521722990000854,0.016983924420055703,0.009856662440070068,0.024706827240001984
249,2490,0.011516943482858031,0.016989088400005133,0.010275660719998995,0.022415902840000397
250,2500,0.011516363709999627,0.016975583960011136,0.009803157259957515,0.022567443179998464
251,2510,0.011611650568571089,0.016946979880085564,0.010102005640073911,0.024932908299999782
252,2520,0.011629410775713691,0.017156584900003508,0.010163264519942459,0.022542919119998714
253,2530,0.011677026465715374,0.017165529179983423,0.01003700969995407,0.02403502520000302
254,2540,0.011672860205714121,0.01724662199987506,0.009683890280066406,0.02417617299999847
255,2550,0.011832896238571656,0.017409945660110678,0.009857671259960624,0.024818571840000914
256,2560,0.011889108734284101,0.017365333800044028,0.010304301340147504,0.023028476819999925
257,2570,0.011881128334285418,0.017547817759987084,0.010168641339987516,0.023179660320004132
258,2580,0.01203331769857024,0.01759188914009428,0.010025833740000963,0.023544970020000163
259,2590,0.011968565975714357,0.017601380640116987,0.009966066339911777,0.02415885591999995
260,2600,0.0120317213128575,0.01770425497998076,0.009944435879951925,0.02348419812000202
261,2610,0.012113995734286098,0.017729194699932123,0.010087745659911888,0.023719907559998317
262,2620,0.012134799504285964,0.017817431059884255,0.010048909820034169,0.024792775840001013
263,2630,0.012201662381428701,0.017792822899937163,0.010196731239993824,0.02512673559999712
264,2640,0.012282207179999075,0.018012261599869815,0.01020022170006996,0.022872454879995986
265,2650,0.012310146770000108,0.018178676499956054,0.01032088357998873,0.025714187119997407
266,2660,0.012347970514285536,0.018232839119882556,0.010208839020051527,0.02537065895999831
267,2670,0.012432353347142973,0.01828043813991826,0.01019656511991343,0.028988692359998826
268,2680,0.012463190262857487,0.01834687155998836,0.010309693619929021,0.026442202420000737
269,2690,0.012486850358571765,0.01848707137993188,0.010353488420005306,0.026474236739998103
270,2700,0.012528792198571474,0.01851231856002414,0.010328630160074681,0.026367970660000996
271,2710,0.012562558491428847,0.018572197379980934,0.010478697059952538,0.027728698200000963
272,2720,0.012641474617143364,0.018707204279999133,0.010513642539954163,0.02641283913999587
273,2730,0.01262313097857129,0.018736617240138004,0.010520475540106418,0.028197086219995525
274,2740,0.012739723809998915,0.01871740183996735,0.010513600339909317,0.02654086269999425
275,2750,0.01279315654857263,0.018825883980025538,0.010659759660047712,0.029903038799998283
276,2760,0.012932432144284576,0.018878789519876593,0.01069556904003548,0.025569987179997044
277,2770,0.012894886767142972,0.018970723239981453,0.0106506110799819,0.02529015628000252
278,2780,0.012947428824285711,0.019072188019999887,0.010686372220006887,0.026979540819997965
279,2790,0.013032053612857582,0.019089779360001558,0.010723427379925852,0.028475967579993267
280,2800,0.013082071155713493,0.01924359615994035,0.01076333931996487,0.026410085860002253
281,2810,0.013091843614285737,0.019421382380096476,0.010921943459907197,0.02681862831999752
282,2820,0.013195918271428258,0.019416211260031558,0.010881825759934145,0.027078141799993315
283,2830,0.013246923748570876,0.01945528343996557,0.010954669260027004,0.02660897626000406
284,2840,0.013282241468571427,0.01948662497990881,0.011055106879939557,0.029654392140000707
285,2850,0.013319582688571766,0.019602859780061408,0.010958358440038864,0.027773864120003967
286,2860,0.013393859498571926,0.01971972840008675,0.011086525799983064,0.02785160048000307
287,2870,0.013426083392856917,0.019914383359937345,0.01108828939992236,0.027840918399992913
288,2880,0.013452108214284764,0.019835721839990585,0.011383167339954526,0.02862476382000296
289,2890,0.013442975955715935,0.019942752039933113,0.011242704000105732,0.027490993180008444
290,2900,0.01353037024857193,0.020003300519965704,0.011296640100044896,0.02763963995999802
291,2910,0.013624323842856417,0.02006563062001078,0.011255838439974467,0.028782868179991965
292,2920,0.013606309774285624,0.02012984802000574,0.011184448780113598,0.027260202519996713
293,2930,0.013661278232857512,0.020250320239938446,0.011314500859880354,0.026951143800001777
294,2940,0.013722134200000775,0.020364220760020542,0.011434739220057962,0.025599838220000493
295,2950,0.013798696821429205,0.0204203007799515,0.011455208799961838,0.028545964639993142
296,2960,0.013799180771430396,0.02047782948000531,0.011397944959899178,0.02698115550000239
297,2970,0.013874399077141917,0.020523627220027263,0.012077707039934465,0.028088356119997115
298,2980,0.013893933501429144,0.02058261081998353,0.01149172802004614,0.02614567919999445
299,2990,0.013965311014285362,0.020696035099972504,0.011534933939983602,0.028938279539988798
300,3000,0.014076477717143071,0.02073582923992944,0.0115328044200578,0.027444786479995854
301,3010,0.014059693242856415,0.020855595839966552,0.011771987759857439,0.0264280204600027
302,3020,0.014120086774286002,0.02092641580005875,0.011808212059986545,0.027486001600004785
303,3030,0.01412474158571383,0.021058561019963236,0.011650599439890356,0.029973982059996164
304,3040,0.01417482626857106,0.02109655969994492,0.011749593359927531,0.029453277299994623
305,3050,0.014280495002857217,0.02118521510004939,0.011924457200002507,0.027518837920006263
306,3060,0.014320134911428925,0.021297387559825437,0.01205401648003317,0.027188064639999537
307,3070,0.014383512427142314,0.021378177819933626,0.011967749860050388,0.027443109920000097
308,3080,0.014428760395713393,0.021411071259935854,0.01188863755996863,0.026944915880003462
309,3090,0.01445162834857131,0.021500207400022193,0.011945315260090865,0.027502384500003245
310,3100,0.014526004314285664,0.021575163500019697,0.012055242500136957,0.027884847700006505
311,3110,0.014622361691427355,0.02168362967997382,0.012190374700076063,0.02846666579999237
312,3120,0.014649042391428597,0.021732897339970803,0.012226711619950948,0.03069175238000298
313,3130,0.01465001425857086,0.021811978239929884,0.012063405719891307,0.02859202292000191
314,3140,0.014713083592856233,0.02194477901997743,0.012076062879932578,0.02710030069998993
315,3150,0.014787927795714495,0.02188699998005177,0.01226085267990129,0.02770427768000445
316,3160,0.014778862831428471,0.022103473079987453,0.012391645660027279,0.027578747880002086
317,3170,0.014893253264285703,0.022148596420156534,0.012330181540019112,0.028144436640004645
318,3180,0.014930789128570073,0.022235923580010423,0.012315307220051181,0.027687593919999927
319,3190,0.014963981139999956,0.022393017139911535,0.012370227520004846,0.028003386880004654
320,3200,0.015036084855713464,0.022434370140035752,0.012523878320062068,0.0285539514400034
321,3210,0.015141956948572052,0.02263447165998514,0.01256142352001916,0.028564002680004707
322,3220,0.015168012080000282,0.022626399880027747,0.012459433679978246,0.027986782939997283
323,3230,0.015129037782856227,0.022685779820021706,0.012589392779991613,0.028218916960004208
324,3240,0.015200230481428403,0.022639753959956578,0.012638548659961089,0.02861373644000196
325,3250,0.015248751097141652,0.02267855113997939,0.01266286615980789,0.028761307679997117
326,3260,0.015400100552856852,0.022690174999952434,0.012596887519976008,0.028860869259992795
327,3270,0.01535354193857334,0.022804194780037507,0.012767885479988764,0.028782103319999808
328,3280,0.01535112284571369,0.022910437080063274,0.012683345019977425,0.02933703266000521
329,3290,0.015415041397141716,0.022908724840017387,0.012773521459967014,0.02963159975999588
330,3300,0.015589208527142415,0.023099396120014718,0.012846883919919491,0.030283146980000307
331,3310,0.015575223321427854,0.023327664700045717,0.01291966590004449,0.030193972400006715
332,3320,0.015517724125713487,0.023343506140081443,0.012935650419967715,0.028814100280001188
333,3330,0.015624681821428956,0.023321389180127883,0.01295758336003928,0.03148647065999739
